[12,12]
[0,0]:-1.0
[1,0]:-0.817
[2,0]:0.271
[3,0]:0.569
[4,0]:0.429
[5,0]:0.288
[6,0]:0.202
[7,0]:0.149
[8,0]:0.115
[9,0]:0.094
[10,0]:0.094
[11,0]:0.094
[0,1]:1.0
[1,1]:0.817
[2,1]:-0.271
[3,1]:-0.569
[4,1]:-0.429
[5,1]:-0.288
[6,1]:-0.202
[7,1]:-0.149
[8,1]:-0.115
[9,1]:-0.094
[10,1]:-0.094
[11,1]:-0.094
[0,2]:1.0
[1,2]:1.093
[2,2]:-0.195
[3,2]:-0.714
[4,2]:-0.611
[5,2]:-0.433
[6,2]:-0.309
[7,2]:-0.229
[8,2]:-0.177
[9,2]:-0.144
[10,2]:-0.144
[11,2]:-0.144
[0,3]:1.0
[1,3]:1.247
[2,3]:-0.079
[3,3]:-0.735
[4,3]:-0.705
[5,3]:-0.533
[6,3]:-0.392
[7,3]:-0.294
[8,3]:-0.227
[9,3]:-0.186
[10,3]:-0.186
[11,3]:-0.186
[0,4]:1.0
[1,4]:1.305
[2,4]:-0.009
[3,4]:-0.714
[4,4]:-0.733
[5,4]:-0.579
[6,4]:-0.438
[7,4]:-0.332
[8,4]:-0.259
[9,4]:-0.212
[10,4]:-0.212
[11,4]:-0.212
[0,5]:1.0
[1,5]:1.303
[2,5]:0.005
[3,5]:-0.699
[4,5]:-0.728
[5,5]:-0.583
[6,5]:-0.445
[7,5]:-0.341
[8,5]:-0.267
[9,5]:-0.219
[10,5]:-0.219
[11,5]:-0.219
[0,6]:1.0
[1,6]:1.253
[2,6]:-0.031
[3,6]:-0.696
[4,6]:-0.701
[5,6]:-0.552
[6,6]:-0.418
[7,6]:-0.319
[8,6]:-0.251
[9,6]:-0.206
[10,6]:-0.206
[11,6]:-0.206
[0,7]:1.0
[1,7]:1.143
[2,7]:-0.111
[3,7]:-0.691
[4,7]:-0.643
[5,7]:-0.482
[6,7]:-0.356
[7,7]:-0.27
[8,7]:-0.212
[9,7]:-0.174
[10,7]:-0.174
[11,7]:-0.174
[0,8]:1.0
[1,8]:0.941
[2,8]:-0.222
[3,8]:-0.637
[4,8]:-0.522
[5,8]:-0.364
[6,8]:-0.261
[7,8]:-0.196
[8,8]:-0.153
[9,8]:-0.126
[10,8]:-0.126
[11,8]:-0.126
[0,9]:1.0
[1,9]:0.57
[2,9]:-0.275
[3,9]:-0.431
[4,9]:-0.299
[5,9]:-0.194
[6,9]:-0.136
[7,9]:-0.102
[8,9]:-0.08
[9,9]:-0.066
[10,9]:-0.066
[11,9]:-0.066
[0,10]:1.0
[1,10]:0.0
[2,10]:0.0
[3,10]:0.0
[4,10]:0.0
[5,10]:0.0
[6,10]:0.0
[7,10]:0.0
[8,10]:0.0
[9,10]:0.0
[10,10]:0.0
[11,10]:0.0
[0,11]:1.0
[1,11]:0.0
[2,11]:0.0
[3,11]:0.0
[4,11]:0.0
[5,11]:0.0
[6,11]:0.0
[7,11]:0.0
[8,11]:0.0
[9,11]:0.0
[10,11]:0.0
[11,11]:0.0
