-1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
-0.817	0.817	1.093	1.247	1.305	1.303	1.253	1.143	0.941	0.570	0.000	0.000
0.271	-0.271	-0.195	-0.079	-0.009	0.005	-0.031	-0.111	-0.222	-0.275	0.000	0.000
0.569	-0.569	-0.714	-0.735	-0.714	-0.699	-0.696	-0.691	-0.637	-0.431	0.000	0.000
0.429	-0.429	-0.611	-0.705	-0.733	-0.728	-0.701	-0.643	-0.522	-0.299	0.000	0.000
0.288	-0.288	-0.433	-0.533	-0.579	-0.583	-0.552	-0.482	-0.364	-0.194	0.000	0.000
0.202	-0.202	-0.309	-0.392	-0.438	-0.445	-0.418	-0.356	-0.261	-0.136	0.000	0.000
0.149	-0.149	-0.229	-0.294	-0.332	-0.341	-0.319	-0.270	-0.196	-0.102	0.000	0.000
0.115	-0.115	-0.177	-0.227	-0.259	-0.267	-0.251	-0.212	-0.153	-0.080	0.000	0.000
0.094	-0.094	-0.144	-0.186	-0.212	-0.219	-0.206	-0.174	-0.126	-0.066	0.000	0.000
0.094	-0.094	-0.144	-0.186	-0.212	-0.219	-0.206	-0.174	-0.126	-0.066	0.000	0.000
0.094	-0.094	-0.144	-0.186	-0.212	-0.219	-0.206	-0.174	-0.126	-0.066	0.000	0.000
