-1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
-0.601	0.601	0.797	0.898	0.937	0.938	0.905	0.830	0.690	0.428	0.000	0.000
0.242	-0.242	-0.206	-0.140	-0.100	-0.092	-0.113	-0.159	-0.221	-0.237	0.000	0.000
0.360	-0.360	-0.457	-0.474	-0.466	-0.460	-0.459	-0.453	-0.415	-0.283	0.000	0.000
0.247	-0.247	-0.356	-0.411	-0.429	-0.428	-0.414	-0.380	-0.310	-0.179	0.000	0.000
0.165	-0.165	-0.250	-0.306	-0.333	-0.336	-0.319	-0.280	-0.213	-0.115	0.000	0.000
0.117	-0.117	-0.180	-0.228	-0.253	-0.258	-0.243	-0.208	-0.153	-0.081	0.000	0.000
0.087	-0.087	-0.135	-0.173	-0.195	-0.199	-0.187	-0.159	-0.116	-0.060	0.000	0.000
0.068	-0.068	-0.106	-0.136	-0.154	-0.158	-0.148	-0.126	-0.091	-0.048	0.000	0.000
0.056	-0.056	-0.087	-0.112	-0.128	-0.131	-0.124	-0.104	-0.076	-0.040	0.000	0.000
0.056	-0.056	-0.087	-0.112	-0.128	-0.131	-0.124	-0.104	-0.076	-0.040	0.000	0.000
0.056	-0.056	-0.087	-0.112	-0.128	-0.131	-0.124	-0.104	-0.076	-0.040	0.000	0.000
