-146.649	-146.649	-193.911	-218.424	-227.834	-228.019	-219.971	-201.747	-167.720	-104.316	0.000	0.000
-146.649	-146.649	-193.911	-218.424	-227.834	-228.019	-219.971	-201.747	-167.720	-104.316	0.000	0.000
-133.164	-133.164	-186.175	-218.260	-232.153	-233.101	-222.630	-199.119	-157.807	-90.415	0.000	0.000
-94.111	-94.111	-137.943	-168.825	-184.171	-186.142	-175.902	-152.898	-115.344	-61.899	0.000	0.000
-64.608	-64.608	-96.486	-121.196	-134.768	-137.127	-128.734	-109.770	-80.443	-42.052	0.000	0.000
-44.928	-44.928	-67.339	-85.503	-96.094	-98.276	-92.059	-77.834	-56.416	-29.347	0.000	0.000
-31.009	-31.009	-46.451	-59.191	-66.860	-68.609	-64.285	-54.223	-39.194	-20.394	0.000	0.000
-20.661	-20.661	-30.902	-39.409	-44.612	-45.876	-43.032	-36.302	-26.243	-13.668	0.000	0.000
-12.617	-12.617	-18.843	-24.027	-27.222	-28.028	-26.320	-22.223	-16.077	-8.381	0.000	0.000
-6.012	-6.012	-8.972	-11.438	-12.962	-13.354	-12.549	-10.604	-7.677	-4.005	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
