-1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
-0.416	0.416	0.553	0.618	0.645	0.648	0.629	0.582	0.491	0.315	0.000	0.000
0.187	-0.187	-0.174	-0.139	-0.117	-0.112	-0.123	-0.148	-0.180	-0.180	0.000	0.000
0.201	-0.201	-0.260	-0.272	-0.270	-0.268	-0.268	-0.264	-0.242	-0.167	0.000	0.000
0.127	-0.127	-0.187	-0.216	-0.227	-0.228	-0.222	-0.204	-0.167	-0.098	0.000	0.000
0.084	-0.084	-0.131	-0.161	-0.175	-0.178	-0.170	-0.150	-0.115	-0.063	0.000	0.000
0.060	-0.060	-0.095	-0.120	-0.134	-0.137	-0.130	-0.112	-0.083	-0.044	0.000	0.000
0.045	-0.045	-0.072	-0.092	-0.104	-0.107	-0.101	-0.086	-0.063	-0.033	0.000	0.000
0.035	-0.035	-0.056	-0.073	-0.083	-0.085	-0.080	-0.068	-0.050	-0.026	0.000	0.000
0.029	-0.029	-0.047	-0.061	-0.069	-0.072	-0.067	-0.057	-0.041	-0.022	0.000	0.000
0.029	-0.029	-0.047	-0.061	-0.069	-0.072	-0.067	-0.057	-0.041	-0.022	0.000	0.000
0.029	-0.029	-0.047	-0.061	-0.069	-0.072	-0.067	-0.057	-0.041	-0.022	0.000	0.000
