[12,12]
[0,0]:0.0
[1,0]:0.0
[2,0]:0.0
[3,0]:0.0
[4,0]:0.0
[5,0]:0.0
[6,0]:0.0
[7,0]:0.0
[8,0]:0.0
[9,0]:0.0
[10,0]:0.0
[11,0]:0.0
[0,1]:0.415
[1,1]:0.415
[2,1]:0.348
[3,1]:0.237
[4,1]:0.164
[5,1]:0.115
[6,1]:0.08
[7,1]:0.053
[8,1]:0.033
[9,1]:0.016
[10,1]:0.0
[11,1]:0.0
[0,2]:0.27
[1,2]:0.27
[2,2]:0.283
[3,2]:0.224
[4,2]:0.164
[5,2]:0.118
[6,2]:0.083
[7,2]:0.056
[8,2]:0.034
[9,2]:0.016
[10,2]:0.0
[11,2]:0.0
[0,3]:0.125
[1,3]:0.125
[2,3]:0.16
[3,3]:0.148
[4,3]:0.118
[5,3]:0.089
[6,3]:0.063
[7,3]:0.043
[8,3]:0.027
[9,3]:0.013
[10,3]:0.0
[11,3]:0.0
[0,4]:0.053
[1,4]:0.053
[2,4]:0.075
[3,4]:0.077
[4,4]:0.066
[5,4]:0.052
[6,4]:0.038
[7,4]:0.026
[8,4]:0.016
[9,4]:0.008
[10,4]:0.0
[11,4]:0.0
[0,5]:0.009
[1,5]:0.009
[2,5]:0.014
[3,5]:0.016
[4,5]:0.015
[5,5]:0.013
[6,5]:0.01
[7,5]:0.007
[8,5]:0.004
[9,5]:0.002
[10,5]:0.0
[11,5]:0.0
[0,6]:-0.03
[1,6]:-0.03
[2,6]:-0.041
[3,6]:-0.041
[4,6]:-0.034
[5,6]:-0.026
[6,6]:-0.019
[7,6]:-0.013
[8,6]:-0.008
[9,6]:-0.004
[10,6]:0.0
[11,6]:0.0
[0,7]:-0.08
[1,7]:-0.08
[2,7]:-0.105
[3,7]:-0.102
[4,7]:-0.084
[5,7]:-0.065
[6,7]:-0.047
[7,7]:-0.032
[8,7]:-0.02
[9,7]:-0.009
[10,7]:0.0
[11,7]:0.0
[0,8]:-0.162
[1,8]:-0.162
[2,8]:-0.194
[3,8]:-0.172
[4,8]:-0.135
[5,8]:-0.1
[6,8]:-0.072
[7,8]:-0.049
[8,8]:-0.03
[9,8]:-0.014
[10,8]:0.0
[11,8]:0.0
[0,9]:-0.327
[1,9]:-0.327
[2,9]:-0.327
[3,9]:-0.251
[4,9]:-0.182
[5,9]:-0.13
[6,9]:-0.091
[7,9]:-0.061
[8,9]:-0.038
[9,9]:-0.018
[10,9]:0.0
[11,9]:0.0
[0,10]:-0.327
[1,10]:-0.327
[2,10]:-0.327
[3,10]:-0.251
[4,10]:-0.182
[5,10]:-0.13
[6,10]:-0.091
[7,10]:-0.061
[8,10]:-0.038
[9,10]:-0.018
[10,10]:0.0
[11,10]:0.0
[0,11]:-0.327
[1,11]:-0.327
[2,11]:-0.327
[3,11]:-0.251
[4,11]:-0.182
[5,11]:-0.13
[6,11]:-0.091
[7,11]:-0.061
[8,11]:-0.038
[9,11]:-0.018
[10,11]:0.0
[11,11]:0.0
