0.000	0.122	0.046	0.020	0.009	0.002	-0.002	-0.009	-0.020	-0.046	-0.046	-0.046
0.000	0.122	0.046	0.020	0.009	0.002	-0.002	-0.009	-0.020	-0.046	-0.046	-0.046
0.000	0.070	0.044	0.024	0.012	0.004	-0.004	-0.012	-0.024	-0.044	-0.044	-0.044
0.000	0.045	0.034	0.022	0.012	0.004	-0.004	-0.012	-0.022	-0.034	-0.034	-0.034
0.000	0.030	0.025	0.018	0.010	0.003	-0.003	-0.010	-0.018	-0.025	-0.025	-0.025
0.000	0.021	0.018	0.013	0.008	0.003	-0.003	-0.008	-0.013	-0.018	-0.018	-0.018
0.000	0.014	0.013	0.010	0.006	0.002	-0.002	-0.006	-0.010	-0.013	-0.013	-0.013
0.000	0.010	0.008	0.007	0.004	0.001	-0.001	-0.004	-0.007	-0.008	-0.008	-0.008
0.000	0.006	0.005	0.004	0.003	0.001	-0.001	-0.003	-0.004	-0.005	-0.005	-0.005
0.000	0.003	0.002	0.002	0.001	0.000	-0.000	-0.001	-0.002	-0.002	-0.002	-0.002
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
