[12,12]
[0,0]:-29.947
[1,0]:-29.947
[2,0]:-17.206
[3,0]:-10.954
[4,0]:-7.371
[5,0]:-5.077
[6,0]:-3.491
[7,0]:-2.329
[8,0]:-1.428
[9,0]:-0.678
[10,0]:0.0
[11,0]:0.0
[0,1]:-29.947
[1,1]:-29.947
[2,1]:-17.206
[3,1]:-10.954
[4,1]:-7.371
[5,1]:-5.077
[6,1]:-3.491
[7,1]:-2.329
[8,1]:-1.428
[9,1]:-0.678
[10,1]:0.0
[11,1]:0.0
[0,2]:-41.331
[1,2]:-41.331
[2,2]:-27.923
[3,2]:-19.238
[4,2]:-13.454
[5,2]:-9.445
[6,2]:-6.559
[7,2]:-4.398
[8,2]:-2.703
[9,2]:-1.286
[10,2]:0.0
[11,2]:0.0
[0,3]:-46.205
[1,3]:-46.205
[2,3]:-33.915
[3,3]:-24.624
[4,3]:-17.76
[5,3]:-12.691
[6,3]:-8.901
[7,3]:-6.002
[8,3]:-3.699
[9,3]:-1.762
[10,3]:0.0
[11,3]:0.0
[0,4]:-48.323
[1,4]:-48.323
[2,4]:-36.909
[3,4]:-27.581
[4,4]:-20.273
[5,4]:-14.657
[6,4]:-10.352
[7,4]:-7.008
[8,4]:-4.329
[9,4]:-2.065
[10,4]:0.0
[11,4]:0.0
[0,5]:-48.928
[1,5]:-48.928
[2,5]:-37.816
[3,5]:-28.518
[4,5]:-21.094
[5,5]:-15.313
[6,5]:-10.842
[7,5]:-7.351
[8,5]:-4.544
[9,5]:-2.169
[10,5]:0.0
[11,5]:0.0
[0,6]:-48.323
[1,6]:-48.323
[2,6]:-36.909
[3,6]:-27.581
[4,6]:-20.273
[5,6]:-14.657
[6,6]:-10.352
[7,6]:-7.008
[8,6]:-4.329
[9,6]:-2.065
[10,6]:0.0
[11,6]:0.0
[0,7]:-46.205
[1,7]:-46.205
[2,7]:-33.915
[3,7]:-24.624
[4,7]:-17.76
[5,7]:-12.691
[6,7]:-8.901
[7,7]:-6.002
[8,7]:-3.699
[9,7]:-1.762
[10,7]:0.0
[11,7]:0.0
[0,8]:-41.331
[1,8]:-41.331
[2,8]:-27.923
[3,8]:-19.238
[4,8]:-13.454
[5,8]:-9.445
[6,8]:-6.559
[7,8]:-4.398
[8,8]:-2.703
[9,8]:-1.286
[10,8]:0.0
[11,8]:0.0
[0,9]:-29.947
[1,9]:-29.947
[2,9]:-17.206
[3,9]:-10.954
[4,9]:-7.371
[5,9]:-5.077
[6,9]:-3.491
[7,9]:-2.329
[8,9]:-1.428
[9,9]:-0.678
[10,9]:0.0
[11,9]:0.0
[0,10]:0.0
[1,10]:0.0
[2,10]:0.0
[3,10]:0.0
[4,10]:0.0
[5,10]:0.0
[6,10]:0.0
[7,10]:0.0
[8,10]:0.0
[9,10]:0.0
[10,10]:0.0
[11,10]:0.0
[0,11]:0.0
[1,11]:0.0
[2,11]:0.0
[3,11]:0.0
[4,11]:0.0
[5,11]:0.0
[6,11]:0.0
[7,11]:0.0
[8,11]:0.0
[9,11]:0.0
[10,11]:0.0
[11,11]:0.0
