-337.949	-337.949	-458.899	-543.860	-578.304	-579.066	-555.083	-503.702	-411.046	-242.548	0.000	0.000
-337.949	-337.949	-458.899	-543.860	-578.304	-579.066	-555.083	-503.702	-411.046	-242.548	0.000	0.000
-357.996	-357.996	-505.771	-619.992	-673.558	-679.330	-647.951	-577.861	-455.544	-255.416	0.000	0.000
-282.707	-282.707	-416.798	-533.653	-598.101	-610.889	-579.305	-504.416	-380.919	-203.449	0.000	0.000
-191.764	-191.764	-290.097	-385.576	-445.721	-462.372	-437.588	-374.063	-273.943	-142.596	0.000	0.000
-125.341	-125.341	-190.816	-259.158	-306.357	-322.476	-306.246	-260.063	-188.312	-97.532	0.000	0.000
-81.284	-81.284	-123.285	-168.922	-202.258	-215.345	-205.948	-175.392	-127.221	-66.135	0.000	0.000
-51.219	-51.219	-77.229	-106.164	-127.990	-137.396	-132.419	-113.530	-82.854	-43.276	0.000	0.000
-29.818	-29.818	-44.725	-61.592	-74.556	-80.490	-78.078	-67.378	-49.463	-25.931	0.000	0.000
-13.874	-13.874	-20.744	-28.577	-34.643	-37.500	-36.506	-31.626	-23.300	-12.241	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
