0.000	1.368	1.598	0.965	0.383	0.013	-0.280	-0.624	-1.156	-2.149	-2.149	-2.149
0.000	1.368	1.598	0.965	0.383	0.013	-0.280	-0.624	-1.156	-2.149	-2.149	-2.149
0.000	1.449	1.849	1.268	0.573	0.053	-0.374	-0.840	-1.478	-2.411	-2.411	-2.411
0.000	1.147	1.596	1.257	0.660	0.110	-0.375	-0.864	-1.418	-2.024	-2.024	-2.024
0.000	0.779	1.165	1.018	0.603	0.140	-0.300	-0.722	-1.127	-1.475	-1.475	-1.475
0.000	0.510	0.797	0.737	0.473	0.135	-0.209	-0.532	-0.813	-1.028	-1.028	-1.028
0.000	0.331	0.530	0.504	0.338	0.110	-0.134	-0.363	-0.557	-0.702	-0.702	-0.702
0.000	0.209	0.341	0.327	0.225	0.079	-0.081	-0.233	-0.364	-0.462	-0.462	-0.462
0.000	0.122	0.202	0.195	0.136	0.050	-0.045	-0.137	-0.217	-0.278	-0.278	-0.278
0.000	0.057	0.095	0.092	0.064	0.024	-0.020	-0.064	-0.102	-0.132	-0.132	-0.132
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
