-63.270	-63.270	-84.871	-94.678	-99.033	-99.939	-97.761	-91.685	-79.095	-53.194	0.000	0.000
-63.270	-63.270	-84.871	-94.678	-99.033	-99.939	-97.761	-91.685	-79.095	-53.194	0.000	0.000
-46.731	-46.731	-69.332	-81.958	-88.018	-89.321	-86.311	-78.288	-63.248	-37.669	0.000	0.000
-30.713	-30.713	-48.409	-59.940	-66.013	-67.419	-64.424	-56.701	-43.451	-23.966	0.000	0.000
-21.121	-21.121	-34.168	-43.407	-48.594	-49.868	-47.323	-40.889	-30.465	-16.313	0.000	0.000
-14.740	-14.740	-24.139	-31.088	-35.144	-36.184	-34.204	-29.250	-21.485	-11.366	0.000	0.000
-10.212	-10.212	-16.828	-21.829	-24.814	-25.602	-24.153	-20.543	-14.983	-7.885	0.000	0.000
-6.840	-6.840	-11.308	-14.723	-16.788	-17.343	-16.347	-13.866	-10.078	-5.290	0.000	0.000
-4.201	-4.201	-6.955	-9.073	-10.363	-10.713	-10.094	-8.551	-6.205	-3.254	0.000	0.000
-2.002	-2.002	-3.317	-4.332	-4.951	-5.121	-4.824	-4.085	-2.962	-1.553	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
