-1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
-0.259	0.259	0.347	0.387	0.405	0.409	0.400	0.375	0.324	0.218	0.000	0.000
0.120	-0.120	-0.118	-0.102	-0.092	-0.089	-0.093	-0.105	-0.119	-0.115	0.000	0.000
0.091	-0.091	-0.121	-0.128	-0.128	-0.127	-0.127	-0.126	-0.116	-0.081	0.000	0.000
0.054	-0.054	-0.082	-0.095	-0.101	-0.102	-0.100	-0.093	-0.077	-0.046	0.000	0.000
0.035	-0.035	-0.057	-0.071	-0.078	-0.079	-0.076	-0.068	-0.053	-0.030	0.000	0.000
0.025	-0.025	-0.042	-0.053	-0.060	-0.061	-0.059	-0.051	-0.038	-0.021	0.000	0.000
0.019	-0.019	-0.031	-0.041	-0.046	-0.048	-0.046	-0.039	-0.029	-0.015	0.000	0.000
0.014	-0.014	-0.025	-0.032	-0.037	-0.039	-0.036	-0.031	-0.023	-0.012	0.000	0.000
0.012	-0.012	-0.021	-0.027	-0.031	-0.033	-0.031	-0.026	-0.019	-0.010	0.000	0.000
0.012	-0.012	-0.021	-0.027	-0.031	-0.033	-0.031	-0.026	-0.019	-0.010	0.000	0.000
0.012	-0.012	-0.021	-0.027	-0.031	-0.033	-0.031	-0.026	-0.019	-0.010	0.000	0.000
