0.000	2.136	3.133	2.270	1.005	0.099	-0.563	-1.274	-2.355	-4.359	-4.359	-4.359
0.000	2.136	3.133	2.270	1.005	0.099	-0.563	-1.274	-2.355	-4.359	-4.359	-4.359
0.000	2.441	3.794	3.013	1.492	0.223	-0.772	-1.795	-3.183	-5.193	-5.193	-5.193
0.000	2.109	3.458	3.076	1.755	0.386	-0.805	-1.961	-3.255	-4.648	-4.648	-4.648
0.000	1.469	2.563	2.528	1.640	0.486	-0.634	-1.678	-2.658	-3.480	-3.480	-3.480
0.000	0.922	1.712	1.814	1.294	0.472	-0.403	-1.216	-1.906	-2.414	-2.414	-2.414
0.000	0.555	1.093	1.207	0.914	0.385	-0.220	-0.795	-1.272	-1.619	-1.619	-1.619
0.000	0.322	0.671	0.760	0.596	0.277	-0.107	-0.483	-0.802	-1.042	-1.042	-1.042
0.000	0.173	0.381	0.440	0.352	0.174	-0.046	-0.268	-0.464	-0.616	-0.616	-0.616
0.000	0.077	0.175	0.203	0.164	0.084	-0.017	-0.121	-0.214	-0.288	-0.288	-0.288
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
