-1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000
-2.121	2.121	3.064	3.824	4.189	4.239	4.073	3.696	2.990	1.689	0.000	0.000
-0.313	0.313	0.984	1.787	2.324	2.475	2.282	1.776	0.973	0.172	0.000	0.000
1.775	-1.775	-2.192	-2.132	-1.846	-1.654	-1.660	-1.797	-1.836	-1.252	0.000	0.000
2.164	-2.164	-3.101	-3.668	-3.797	-3.701	-3.526	-3.239	-2.646	-1.480	0.000	0.000
1.657	-1.657	-2.517	-3.236	-3.596	-3.622	-3.403	-2.952	-2.214	-1.158	0.000	0.000
1.120	-1.120	-1.741	-2.347	-2.733	-2.829	-2.656	-2.245	-1.620	-0.830	0.000	0.000
0.757	-0.757	-1.180	-1.626	-1.946	-2.059	-1.951	-1.645	-1.180	-0.607	0.000	0.000
0.529	-0.529	-0.819	-1.139	-1.383	-1.488	-1.430	-1.220	-0.884	-0.459	0.000	0.000
0.386	-0.386	-0.592	-0.829	-1.017	-1.109	-1.082	-0.936	-0.687	-0.360	0.000	0.000
0.386	-0.386	-0.592	-0.829	-1.017	-1.109	-1.082	-0.936	-0.687	-0.360	0.000	0.000
0.386	-0.386	-0.592	-0.829	-1.017	-1.109	-1.082	-0.936	-0.687	-0.360	0.000	0.000
