[12,12]
[0,0]:-533.441
[1,0]:-533.441
[2,0]:-610.414
[3,0]:-525.419
[4,0]:-364.264
[5,0]:-227.698
[6,0]:-136.709
[7,0]:-79.115
[8,0]:-42.415
[9,0]:-18.779
[10,0]:0.0
[11,0]:0.0
[0,1]:-533.441
[1,1]:-533.441
[2,1]:-610.414
[3,1]:-525.419
[4,1]:-364.264
[5,1]:-227.698
[6,1]:-136.709
[7,1]:-79.115
[8,1]:-42.415
[9,1]:-18.779
[10,1]:0.0
[11,1]:0.0
[0,2]:-745.943
[1,2]:-745.943
[2,2]:-884.529
[3,2]:-792.019
[4,2]:-565.654
[5,2]:-359.146
[6,2]:-216.553
[7,2]:-125.23
[8,2]:-67.048
[9,2]:-29.65
[10,2]:0.0
[11,2]:0.0
[0,3]:-930.17
[1,3]:-930.17
[2,3]:-1136.951
[3,3]:-1060.082
[4,3]:-789.485
[5,3]:-518.507
[6,3]:-320.069
[7,3]:-188.368
[8,3]:-102.464
[9,3]:-45.729
[10,3]:0.0
[11,3]:0.0
[0,4]:-1020.018
[1,4]:-1020.018
[2,4]:-1274.461
[3,4]:-1227.509
[4,4]:-948.661
[5,4]:-644.042
[6,4]:-407.72
[7,4]:-244.514
[8,4]:-135.037
[9,4]:-60.752
[10,4]:0.0
[11,4]:0.0
[0,5]:-1032.562
[1,5]:-1032.562
[2,5]:-1302.962
[3,5]:-1275.437
[4,5]:-1007.089
[5,5]:-699.624
[6,5]:-452.344
[7,5]:-276.159
[8,5]:-154.733
[9,5]:-70.15
[10,5]:0.0
[11,5]:0.0
[0,6]:-991.953
[1,6]:-991.953
[2,6]:-1249.018
[3,6]:-1219.611
[4,6]:-965.099
[5,6]:-676.422
[6,6]:-443.482
[7,6]:-275.006
[8,6]:-156.266
[9,6]:-71.414
[10,6]:0.0
[11,6]:0.0
[0,7]:-899.661
[1,7]:-899.661
[2,7]:-1116.609
[3,7]:-1067.329
[4,7]:-830.987
[5,7]:-579.98
[6,7]:-383.001
[7,7]:-240.613
[8,7]:-138.526
[9,7]:-63.81
[10,7]:0.0
[11,7]:0.0
[0,8]:-731.725
[1,8]:-731.725
[2,8]:-880.628
[3,8]:-808.87
[4,8]:-611.563
[5,8]:-422.152
[6,8]:-279.925
[7,8]:-177.797
[8,8]:-103.514
[9,8]:-48.008
[10,8]:0.0
[11,8]:0.0
[0,9]:-424.037
[1,9]:-424.037
[2,9]:-489.874
[3,9]:-432.344
[4,9]:-319.611
[5,9]:-219.382
[6,9]:-146.08
[7,9]:-93.448
[8,9]:-54.759
[9,9]:-25.494
[10,9]:0.0
[11,9]:0.0
[0,10]:0.0
[1,10]:0.0
[2,10]:0.0
[3,10]:0.0
[4,10]:0.0
[5,10]:0.0
[6,10]:0.0
[7,10]:0.0
[8,10]:0.0
[9,10]:0.0
[10,10]:0.0
[11,10]:0.0
[0,11]:0.0
[1,11]:0.0
[2,11]:0.0
[3,11]:0.0
[4,11]:0.0
[5,11]:0.0
[6,11]:0.0
[7,11]:0.0
[8,11]:0.0
[9,11]:0.0
[10,11]:0.0
[11,11]:0.0
