[12,12]
[0,0]:0.0
[1,0]:0.0
[2,0]:0.0
[3,0]:0.0
[4,0]:0.0
[5,0]:0.0
[6,0]:0.0
[7,0]:0.0
[8,0]:0.0
[9,0]:0.0
[10,0]:0.0
[11,0]:0.0
[0,1]:2.136
[1,1]:2.136
[2,1]:2.441
[3,1]:2.109
[4,1]:1.469
[5,1]:0.922
[6,1]:0.555
[7,1]:0.322
[8,1]:0.173
[9,1]:0.077
[10,1]:0.0
[11,1]:0.0
[0,2]:3.133
[1,2]:3.133
[2,2]:3.794
[3,2]:3.458
[4,2]:2.563
[5,2]:1.712
[6,2]:1.093
[7,2]:0.671
[8,2]:0.381
[9,2]:0.175
[10,2]:0.0
[11,2]:0.0
[0,3]:2.27
[1,3]:2.27
[2,3]:3.013
[3,3]:3.076
[4,3]:2.528
[5,3]:1.814
[6,3]:1.207
[7,3]:0.76
[8,3]:0.44
[9,3]:0.203
[10,3]:0.0
[11,3]:0.0
[0,4]:1.005
[1,4]:1.005
[2,4]:1.492
[3,4]:1.755
[4,4]:1.64
[5,4]:1.294
[6,4]:0.914
[7,4]:0.596
[8,4]:0.352
[9,4]:0.164
[10,4]:0.0
[11,4]:0.0
[0,5]:0.099
[1,5]:0.099
[2,5]:0.223
[3,5]:0.386
[4,5]:0.486
[5,5]:0.472
[6,5]:0.385
[7,5]:0.277
[8,5]:0.174
[9,5]:0.084
[10,5]:0.0
[11,5]:0.0
[0,6]:-0.563
[1,6]:-0.563
[2,6]:-0.772
[3,6]:-0.805
[4,6]:-0.634
[5,6]:-0.403
[6,6]:-0.22
[7,6]:-0.107
[8,6]:-0.046
[9,6]:-0.017
[10,6]:0.0
[11,6]:0.0
[0,7]:-1.274
[1,7]:-1.274
[2,7]:-1.795
[3,7]:-1.961
[4,7]:-1.678
[5,7]:-1.216
[6,7]:-0.795
[7,7]:-0.483
[8,7]:-0.268
[9,7]:-0.121
[10,7]:0.0
[11,7]:0.0
[0,8]:-2.355
[1,8]:-2.355
[2,8]:-3.183
[3,8]:-3.255
[4,8]:-2.658
[5,8]:-1.906
[6,8]:-1.272
[7,8]:-0.802
[8,8]:-0.464
[9,8]:-0.214
[10,8]:0.0
[11,8]:0.0
[0,9]:-4.359
[1,9]:-4.359
[2,9]:-5.193
[3,9]:-4.648
[4,9]:-3.48
[5,9]:-2.414
[6,9]:-1.619
[7,9]:-1.042
[8,9]:-0.616
[9,9]:-0.288
[10,9]:0.0
[11,9]:0.0
[0,10]:-4.359
[1,10]:-4.359
[2,10]:-5.193
[3,10]:-4.648
[4,10]:-3.48
[5,10]:-2.414
[6,10]:-1.619
[7,10]:-1.042
[8,10]:-0.616
[9,10]:-0.288
[10,10]:0.0
[11,10]:0.0
[0,11]:-4.359
[1,11]:-4.359
[2,11]:-5.193
[3,11]:-4.648
[4,11]:-3.48
[5,11]:-2.414
[6,11]:-1.619
[7,11]:-1.042
[8,11]:-0.616
[9,11]:-0.288
[10,11]:0.0
[11,11]:0.0
