0.000	1.068	1.101	0.613	0.239	0.008	-0.184	-0.416	-0.778	-1.458	-1.458	-1.458
0.000	1.068	1.101	0.613	0.239	0.008	-0.184	-0.416	-0.778	-1.458	-1.458	-1.458
0.000	1.082	1.245	0.801	0.354	0.031	-0.244	-0.551	-0.971	-1.588	-1.588	-1.588
0.000	0.823	1.049	0.781	0.400	0.061	-0.242	-0.553	-0.907	-1.295	-1.295	-1.295
0.000	0.559	0.764	0.629	0.360	0.075	-0.196	-0.459	-0.715	-0.937	-0.937	-0.937
0.000	0.375	0.529	0.459	0.281	0.071	-0.141	-0.341	-0.519	-0.656	-0.656	-0.656
0.000	0.250	0.359	0.318	0.202	0.057	-0.094	-0.237	-0.360	-0.452	-0.452	-0.452
0.000	0.162	0.234	0.209	0.136	0.041	-0.060	-0.156	-0.238	-0.300	-0.300	-0.300
0.000	0.097	0.141	0.126	0.083	0.026	-0.035	-0.093	-0.144	-0.182	-0.182	-0.182
0.000	0.045	0.067	0.060	0.039	0.013	-0.016	-0.044	-0.068	-0.087	-0.087	-0.087
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
