-427.408	-427.408	-588.671	-714.637	-770.310	-774.659	-742.970	-673.730	-548.571	-320.424	0.000	0.000
-427.408	-427.408	-588.671	-714.637	-770.310	-774.659	-742.970	-673.730	-548.571	-320.424	0.000	0.000
-471.236	-471.236	-673.667	-844.519	-930.515	-943.915	-902.132	-805.320	-634.916	-354.517	0.000	0.000
-388.013	-388.013	-578.019	-756.034	-860.311	-885.530	-842.901	-735.700	-556.621	-297.469	0.000	0.000
-265.046	-265.046	-406.177	-553.155	-651.513	-683.250	-650.409	-557.880	-409.522	-213.574	0.000	0.000
-169.069	-169.069	-261.893	-366.724	-444.131	-474.610	-454.546	-387.714	-281.381	-145.929	0.000	0.000
-105.765	-105.765	-163.679	-232.675	-287.016	-311.635	-301.545	-258.481	-188.137	-97.962	0.000	0.000
-64.242	-64.242	-98.949	-141.865	-177.052	-194.631	-190.469	-164.854	-121.012	-63.386	0.000	0.000
-36.158	-36.158	-55.433	-79.998	-100.657	-111.675	-110.358	-96.427	-71.376	-37.574	0.000	0.000
-16.500	-16.500	-25.220	-36.508	-46.107	-51.389	-51.058	-44.866	-33.377	-17.622	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
